card_name,face_name,scryfall_id,set,collector_number,image_url
Viashino Sandsprinter,,f7d1def0-1450-44ec-b7c4-0fa50fe12c15,mh1,153,https://cards.scryfall.io/normal/front/f/7/f7d1def0-1450-44ec-b7c4-0fa50fe12c15.jpg?1783933103
Galvanic Discharge,,f7d3315d-2472-4fb5-8aba-611037043cbf,mh3,417,https://cards.scryfall.io/normal/front/f/7/f7d3315d-2472-4fb5-8aba-611037043cbf.jpg?1783911170
Fungal Reaches,,f7d351bf-db4a-4702-8d58-0d1f3d58a265,pz1,140,https://cards.scryfall.io/normal/front/f/7/f7d351bf-db4a-4702-8d58-0d1f3d58a265.jpg?1783937972
Resolute Archangel,,f7d35240-f52d-4bd6-b3b3-5074af17200e,pm15,28,https://cards.scryfall.io/normal/front/f/7/f7d35240-f52d-4bd6-b3b3-5074af17200e.jpg?1783939209
Temple of Silence,,f7d3770f-cde6-4e29-8cbf-fe841634a5d7,soc,415,https://cards.scryfall.io/normal/front/f/7/f7d3770f-cde6-4e29-8cbf-fe841634a5d7.jpg?1783903716
Purestrain Genestealer,,f7d47d45-01be-4fa0-8495-b03f0165310a,40k,97★,https://cards.scryfall.io/normal/front/f/7/f7d47d45-01be-4fa0-8495-b03f0165310a.jpg?1783920872
Multiversal High Council,,f7d4a7fe-df1d-46de-8509-f021f2edd0ca,punk,PLA017,https://cards.scryfall.io/normal/front/f/7/f7d4a7fe-df1d-46de-8509-f021f2edd0ca.jpg?1783911026
Combine Chrysalis,,f7d54ec2-a458-4e13-97b8-be99b7338548,mh2,191,https://cards.scryfall.io/normal/front/f/7/f7d54ec2-a458-4e13-97b8-be99b7338548.jpg?1783926818
Dragonback Assault,,f7d67da5-5b8e-4a12-b1e3-4d62a7239336,ptdm,179s,https://cards.scryfall.io/normal/front/f/7/f7d67da5-5b8e-4a12-b1e3-4d62a7239336.jpg?1783906858
Beseech the Queen,,f7d6a020-8843-4a97-9d00-86f3928e8acd,hop,19,https://cards.scryfall.io/normal/front/f/7/f7d6a020-8843-4a97-9d00-86f3928e8acd.jpg?1783942332
Visions,,f7d6a255-7b13-44ed-8604-5d3f82cabd98,4bb,54,https://cards.scryfall.io/normal/front/f/7/f7d6a255-7b13-44ed-8604-5d3f82cabd98.jpg?1783947755
Ultramarines Honour Guard,,f7d6c117-0924-404a-9b06-5c28b830d316,t40k,6,https://cards.scryfall.io/normal/front/f/7/f7d6c117-0924-404a-9b06-5c28b830d316.jpg?1783920666
Undead Warchief,,f7d770b6-7765-4e48-ab31-98a58ff4de66,plst,TSB-52,https://cards.scryfall.io/normal/front/f/7/f7d770b6-7765-4e48-ab31-98a58ff4de66.jpg?1783931274
Mox Sapphire,,f7d82f1d-631e-4668-9d10-7bf0ee515267,2ed,266,https://cards.scryfall.io/normal/front/f/7/f7d82f1d-631e-4668-9d10-7bf0ee515267.jpg?1783948532
"Phylath, World Sculptor",,f7d97ae3-d471-4e75-983f-35b102bad6a8,pznr,234p,https://cards.scryfall.io/normal/front/f/7/f7d97ae3-d471-4e75-983f-35b102bad6a8.jpg?1783929185
Meekstone,,f7da250f-8cc0-4a1e-aa90-a2e39aa64bfb,mps,40,https://cards.scryfall.io/normal/front/f/7/f7da250f-8cc0-4a1e-aa90-a2e39aa64bfb.jpg?1783937244
Hell Mongrel,,f7da32a3-8e33-4603-abd2-8db144062f6a,mh2,88,https://cards.scryfall.io/normal/front/f/7/f7da32a3-8e33-4603-abd2-8db144062f6a.jpg?1783926860
Rakdos Pit Dragon,,f7da750d-d71c-4e3d-a882-31084394526d,gk2,57,https://cards.scryfall.io/normal/front/f/7/f7da750d-d71c-4e3d-a882-31084394526d.jpg?1783933545
Haunted Plate Mail,,f7daae6f-fe19-4f42-b85d-75c996abe1be,m15,218,https://cards.scryfall.io/normal/front/f/7/f7daae6f-fe19-4f42-b85d-75c996abe1be.jpg?1783939158
Wicker Picker,,f7db6e16-357c-4872-8b23-338953ffefb4,unf,196,https://cards.scryfall.io/normal/front/f/7/f7db6e16-357c-4872-8b23-338953ffefb4.jpg?1783920529
Ball Lightning,,f7dbc123-83f1-40db-8a9e-a54f1142a69d,ren,73,https://cards.scryfall.io/normal/front/f/7/f7dbc123-83f1-40db-8a9e-a54f1142a69d.jpg?1783947334
Dark Banishing,,f7dc2716-ed62-4797-ad2b-227eca5408d0,ice,119,https://cards.scryfall.io/normal/front/f/7/f7dc2716-ed62-4797-ad2b-227eca5408d0.jpg?1783947504
Anoint with Affliction,,f7dc55a8-290f-4666-90ce-aa632e87c5e7,one,81,https://cards.scryfall.io/normal/front/f/7/f7dc55a8-290f-4666-90ce-aa632e87c5e7.jpg?1783918052
Archpriest of Iona,,f7dc61e4-46e3-473b-90f8-27e71e1088e8,znr,5,https://cards.scryfall.io/normal/front/f/7/f7dc61e4-46e3-473b-90f8-27e71e1088e8.jpg?1783929424
Bone Picker,,f7de3d27-f3e0-4aea-a737-6577de1bd1c5,2xm,78,https://cards.scryfall.io/normal/front/f/7/f7de3d27-f3e0-4aea-a737-6577de1bd1c5.jpg?1783930187
Safewright Cavalry,,f7de412a-9731-4bfc-8fbc-c95988a3dd70,ecl,191,https://cards.scryfall.io/normal/front/f/7/f7de412a-9731-4bfc-8fbc-c95988a3dd70.jpg?1783904425
Dirgur Island Dragon // Skimming Strike,,f7def6d6-c80a-4597-8a3f-3855423bc960,tdm,294,https://cards.scryfall.io/normal/front/f/7/f7def6d6-c80a-4597-8a3f-3855423bc960.jpg?1783907257
New Horizons,,f7df29a3-c40f-4cd8-a6fe-c1b95085cfed,jmp,414,https://cards.scryfall.io/normal/front/f/7/f7df29a3-c40f-4cd8-a6fe-c1b95085cfed.jpg?1783930359
Snap,,f7e0549e-2d23-4ea8-b8d1-ae21af2c9091,ulg,43,https://cards.scryfall.io/normal/front/f/7/f7e0549e-2d23-4ea8-b8d1-ae21af2c9091.jpg?1783946245
Circle of Protection: Green,,f7e0b146-4241-436b-b8b0-45a9be21ead7,7ed,8,https://cards.scryfall.io/normal/front/f/7/f7e0b146-4241-436b-b8b0-45a9be21ead7.jpg?1783945593
Spike Breeder,,f7e11ef7-18a9-4ab1-981e-b337b1488ebd,sth,116,https://cards.scryfall.io/normal/front/f/7/f7e11ef7-18a9-4ab1-981e-b337b1488ebd.jpg?1783946548
Dawn Evangel,,f7e152ae-43ec-4b9d-a43f-786c2f6c7366,thb,8,https://cards.scryfall.io/normal/front/f/7/f7e152ae-43ec-4b9d-a43f-786c2f6c7366.jpg?1783931601
Day of Black Sun,,f7e165f1-d016-4f6b-afcd-8711d26f055d,pspl,7,https://cards.scryfall.io/normal/front/f/7/f7e165f1-d016-4f6b-afcd-8711d26f055d.jpg?1783904637
Abzan Falconer,,f7e2b0e1-c9ea-4f91-b19e-73b1bd6a0884,moc,165,https://cards.scryfall.io/normal/front/f/7/f7e2b0e1-c9ea-4f91-b19e-73b1bd6a0884.jpg?1783917196
The Destined Warrior // The Destined Warrior,The Destined Warrior,f7e44a42-ac64-49e2-875c-355f932467e1,afic,2,https://cards.scryfall.io/normal/front/f/7/f7e44a42-ac64-49e2-875c-355f932467e1.jpg?1783904672
The Destined Warrior // The Destined Warrior,The Destined Warrior,f7e44a42-ac64-49e2-875c-355f932467e1,afic,2,https://cards.scryfall.io/normal/back/f/7/f7e44a42-ac64-49e2-875c-355f932467e1.jpg?1783904672
"Vadrik, Astral Archmage",,f7e4a483-727d-45f4-bf20-47d94d37e0d0,mid,325,https://cards.scryfall.io/normal/front/f/7/f7e4a483-727d-45f4-bf20-47d94d37e0d0.jpg?1783925510
"Skanos, Black Dragon Vassal",,f7e965f4-38f0-4ee6-a01c-d094f0ea0f41,hbg,18b,https://cards.scryfall.io/normal/front/f/7/f7e965f4-38f0-4ee6-a01c-d094f0ea0f41.jpg?1783922135
Brazen Scourge,,f7e987cd-94a0-4332-89c4-c7662c8dc001,uma,125,https://cards.scryfall.io/normal/front/f/7/f7e987cd-94a0-4332-89c4-c7662c8dc001.jpg?1783933809
Greenweaver Druid,,f7e9aa24-f5a3-4100-ab29-c9772a0fcbbc,ps11,140,https://cards.scryfall.io/normal/front/f/7/f7e9aa24-f5a3-4100-ab29-c9772a0fcbbc.jpg?1783941502
Lumbering Falls,,f7e9db98-3a2d-46d8-a07f-99d66a4d9f2f,afc,247,https://cards.scryfall.io/normal/front/f/7/f7e9db98-3a2d-46d8-a07f-99d66a4d9f2f.jpg?1783926152
Forced Fruition,,f7ea1c6e-c0af-40b0-b492-8d71f496903e,lrw,66,https://cards.scryfall.io/normal/front/f/7/f7ea1c6e-c0af-40b0-b492-8d71f496903e.jpg?1783942903
"Vivien, Nature's Avenger",,f7ead409-3bce-47c8-ace7-498c38522369,m20,298,https://cards.scryfall.io/normal/front/f/7/f7ead409-3bce-47c8-ace7-498c38522369.jpg?1783932918
"Teferi, Time Raveler",,f7eb4cc4-b79a-4ac8-ba33-ceeb55012022,war,221★,https://cards.scryfall.io/normal/front/f/7/f7eb4cc4-b79a-4ac8-ba33-ceeb55012022.jpg?1783933383
Leonin Skyhunter,,f7eb723d-aa4c-4a38-98de-1faefffab56b,mbs,11,https://cards.scryfall.io/normal/front/f/7/f7eb723d-aa4c-4a38-98de-1faefffab56b.jpg?1783941392
Netherborn Phalanx,,f7ec7e17-3f4f-4dae-b6ff-482a52a24f70,gk1,6,https://cards.scryfall.io/normal/front/f/7/f7ec7e17-3f4f-4dae-b6ff-482a52a24f70.jpg?1783934058
Painted Bluffs,,f7ed919b-95ff-40fe-8f53-5d462c5d0205,otc,309,https://cards.scryfall.io/normal/front/f/7/f7ed919b-95ff-40fe-8f53-5d462c5d0205.jpg?1783911873
Aim High,,f7eda02d-ef3e-43e9-a557-8760221ee49a,bbd,189,https://cards.scryfall.io/normal/front/f/7/f7eda02d-ef3e-43e9-a557-8760221ee49a.jpg?1783934807
Zombie,,f7ee09ec-0d88-469d-b61c-976f3be47766,tcmm,13,https://cards.scryfall.io/normal/front/f/7/f7ee09ec-0d88-469d-b61c-976f3be47766.jpg?1783915257
Borderland Marauder,,f7eef6f1-318b-4f0b-b269-94b09a039c97,j22,505,https://cards.scryfall.io/normal/front/f/7/f7eef6f1-318b-4f0b-b269-94b09a039c97.jpg?1783918961
"Lathril, Blade of the Elves",,f7f00791-de5e-4f10-9931-8694afcd580c,sld,2681,https://cards.scryfall.io/normal/front/f/7/f7f00791-de5e-4f10-9931-8694afcd580c.jpg?1784715333
Wall of Swords,,f7f0219d-1bf9-4514-9ab3-b241bc541525,6ed,51,https://cards.scryfall.io/normal/front/f/7/f7f0219d-1bf9-4514-9ab3-b241bc541525.jpg?1783946203
Keen Duelist,,f7f0491d-1aea-4d16-83c3-2f58e8bbda5a,sld,828,https://cards.scryfall.io/normal/front/f/7/f7f0491d-1aea-4d16-83c3-2f58e8bbda5a.jpg?1783912447
Goblin Anarchomancer,,f7f07a80-05b5-4108-9e68-f8da05866acc,mh2,421,https://cards.scryfall.io/normal/front/f/7/f7f07a80-05b5-4108-9e68-f8da05866acc.jpg?1783926726
Masterful Ninja,,f7f0b8b2-0202-4e68-970d-cd006f63de61,ust,60,https://cards.scryfall.io/normal/front/f/7/f7f0b8b2-0202-4e68-970d-cd006f63de61.jpg?1783935434
A-Cosmos Elixir,,f7f1ce0b-6668-4d16-8fe0-07c65ce4bc82,khm,A-237,https://cards.scryfall.io/normal/front/f/7/f7f1ce0b-6668-4d16-8fe0-07c65ce4bc82.jpg?1783924564
Swamp,,f7f24df7-65c6-4488-967a-e847bdec7db0,usg,342,https://cards.scryfall.io/normal/front/f/7/f7f24df7-65c6-4488-967a-e847bdec7db0.jpg?1783946291
Fierce Guardianship,,f7f3dd95-bd14-4e0f-a388-444f9cf1b0dc,cmm,94,https://cards.scryfall.io/normal/front/f/7/f7f3dd95-bd14-4e0f-a388-444f9cf1b0dc.jpg?1783915698
Gruul Scrapper,,f7f3fdc0-3fd1-47da-b3ed-e4a462179e75,gpt,89,https://cards.scryfall.io/normal/front/f/7/f7f3fdc0-3fd1-47da-b3ed-e4a462179e75.jpg?1783943492
Life of Toshiro Umezawa // Memory of Toshiro,Life of Toshiro Umezawa,f7f4adf7-b871-417b-8904-7f024ca21486,neo,108,https://cards.scryfall.io/normal/front/f/7/f7f4adf7-b871-417b-8904-7f024ca21486.jpg?1783923889
Life of Toshiro Umezawa // Memory of Toshiro,Memory of Toshiro,f7f4adf7-b871-417b-8904-7f024ca21486,neo,108,https://cards.scryfall.io/normal/back/f/7/f7f4adf7-b871-417b-8904-7f024ca21486.jpg?1783923889
Howl of the Night Pack,,f7f60ebd-4f6b-4562-8dec-d4b4e124cb73,sld,1610,https://cards.scryfall.io/normal/front/f/7/f7f60ebd-4f6b-4562-8dec-d4b4e124cb73.jpg?1783911040
Firespout,,f7f65604-57e2-423d-ba23-e41f3fc94a07,pz1,103,https://cards.scryfall.io/normal/front/f/7/f7f65604-57e2-423d-ba23-e41f3fc94a07.jpg?1783937984
In the Darkness Bind Them,,f7f7413b-0a65-4338-90eb-4b4c5462c21c,ltc,58,https://cards.scryfall.io/normal/front/f/7/f7f7413b-0a65-4338-90eb-4b4c5462c21c.jpg?1783916019
Fistful of Force,,f7f77c7e-d35f-477e-acc4-a393044319ea,lrw,212,https://cards.scryfall.io/normal/front/f/7/f7f77c7e-d35f-477e-acc4-a393044319ea.jpg?1783942864
Island,,f7f7921f-96cc-4174-a40d-ec96427a8c98,wc02,shh336a,https://cards.scryfall.io/normal/front/f/7/f7f7921f-96cc-4174-a40d-ec96427a8c98.jpg?1783944992
Colossal Whale,,f7f7caca-14ee-4d6a-97c3-e19898f86635,m14,48,https://cards.scryfall.io/normal/front/f/7/f7f7caca-14ee-4d6a-97c3-e19898f86635.jpg?1783939936
Web,,f7f84dc2-5a29-447d-97ab-a10afd9ee538,leb,229,https://cards.scryfall.io/normal/front/f/7/f7f84dc2-5a29-447d-97ab-a10afd9ee538.jpg?1783948609
Forest,,f7f865d8-fced-4763-b73e-fd40e9387e45,bfz,270a,https://cards.scryfall.io/normal/front/f/7/f7f865d8-fced-4763-b73e-fd40e9387e45.jpg?1783938162
Kher Keep,,f7f8cbda-be92-4f14-a626-81682544612f,plst,MKC-270,https://cards.scryfall.io/normal/front/f/7/f7f8cbda-be92-4f14-a626-81682544612f.jpg?1783903449
Greater Auramancy,,f7f99277-a65a-489e-9db4-7865f1b9c50b,wot,64,https://cards.scryfall.io/normal/front/f/7/f7f99277-a65a-489e-9db4-7865f1b9c50b.jpg?1783914915
Dragon Broodmother,,f7f99431-ae43-4b68-82f0-faf940216c91,arb,53,https://cards.scryfall.io/normal/front/f/7/f7f99431-ae43-4b68-82f0-faf940216c91.jpg?1783942432
"Zodiark, Umbral God",,f7f9977f-b2dc-46bb-b961-097675cdcb45,fin,456,https://cards.scryfall.io/normal/front/f/7/f7f9977f-b2dc-46bb-b961-097675cdcb45.jpg?1783906478
Summit Prowler,,f7f998fb-4518-4a0c-8b1e-55393b6ff9c4,ktk,121,https://cards.scryfall.io/normal/front/f/7/f7f998fb-4518-4a0c-8b1e-55393b6ff9c4.jpg?1783939070
"Squee, Goblin Nabob",,f7fa9fdb-1458-4e34-8d2a-dfc083a7a223,uma,150,https://cards.scryfall.io/normal/front/f/7/f7fa9fdb-1458-4e34-8d2a-dfc083a7a223.jpg?1783933797
Accorder Paladin,,f7fb03f9-c24c-4ee3-a7c5-5872a99e17d4,plst,MBS-1,https://cards.scryfall.io/normal/front/f/7/f7fb03f9-c24c-4ee3-a7c5-5872a99e17d4.jpg?1783910498
Razorkin Hordecaller,,f7fb0f11-d1d0-4941-a1a7-a2db88f30394,dsk,152,https://cards.scryfall.io/normal/front/f/7/f7fb0f11-d1d0-4941-a1a7-a2db88f30394.jpg?1783909463
Wall of Fire,,f7fbd53b-d1b2-41b7-a402-91227670a1d7,3ed,183,https://cards.scryfall.io/normal/front/f/7/f7fbd53b-d1b2-41b7-a402-91227670a1d7.jpg?1783948305
Liege of the Tangle,,f7fc5b67-f521-4ba4-a10f-103e8b6af688,som,123,https://cards.scryfall.io/normal/front/f/7/f7fc5b67-f521-4ba4-a10f-103e8b6af688.jpg?1783941717
Addle,,f7fcce83-4378-405f-8007-dd0ed002be6b,vma,103,https://cards.scryfall.io/normal/front/f/7/f7fcce83-4378-405f-8007-dd0ed002be6b.jpg?1783939296
"Tolsimir, Friend to Wolves",,f7fce047-49f1-40ae-8410-6501cb0f8201,war,224,https://cards.scryfall.io/normal/front/f/7/f7fce047-49f1-40ae-8410-6501cb0f8201.jpg?1783933384
Cemetery Illuminator,,f7fe69d3-f6b6-4a11-a4c8-d98fc4cf53dd,dbl,317,https://cards.scryfall.io/normal/front/f/7/f7fe69d3-f6b6-4a11-a4c8-d98fc4cf53dd.jpg?1783924282
"Akal Pakal, First Among Equals",,f7fedf71-aade-4c9e-a58a-f43a57413b2b,plci,44p,https://cards.scryfall.io/normal/front/f/7/f7fedf71-aade-4c9e-a58a-f43a57413b2b.jpg?1783913555
Lord of the Pit,,f7fefff7-2ff5-4abf-a9ec-0e2e737ee225,sld,715,https://cards.scryfall.io/normal/front/f/7/f7fefff7-2ff5-4abf-a9ec-0e2e737ee225.jpg?1783915763
Towashi Songshaper,,f7ff9be1-765f-4001-a0ac-39c8099924eb,neo,167,https://cards.scryfall.io/normal/front/f/7/f7ff9be1-765f-4001-a0ac-39c8099924eb.jpg?1783923857
Fires of Yavimaya,,f8003d09-9c1a-4bd3-8672-f4d7960c972e,scd,228,https://cards.scryfall.io/normal/front/f/8/f8003d09-9c1a-4bd3-8672-f4d7960c972e.jpg?1783918639
Molt Tender,,f800bf4e-4bfb-45b6-950b-c76952f52bb1,dft,171,https://cards.scryfall.io/normal/front/f/8/f800bf4e-4bfb-45b6-950b-c76952f52bb1.jpg?1783907868
"Teferi, Master of Time",,f802369f-bd9f-4c2f-835b-b0b9c1ea61a7,m21,290,https://cards.scryfall.io/normal/front/f/8/f802369f-bd9f-4c2f-835b-b0b9c1ea61a7.jpg?1783930635
Stomping Ground,,f802db1f-6533-4118-b677-562bfb135904,eoe,283,https://cards.scryfall.io/normal/front/f/8/f802db1f-6533-4118-b677-562bfb135904.jpg?1783905904
Cabal Therapy,,f802ee1b-14d4-4ef3-84be-d9d959ec42d3,f05,5,https://cards.scryfall.io/normal/front/f/8/f802ee1b-14d4-4ef3-84be-d9d959ec42d3.jpg?1783944223
Darkwater Catacombs,,f8036733-de99-4f33-a7a2-b1dde43606f1,who,269,https://cards.scryfall.io/normal/front/f/8/f8036733-de99-4f33-a7a2-b1dde43606f1.jpg?1783914584
"Rose, Cutthroat Raider",,f803a510-99fe-467a-be3b-9301497ec7ec,pip,66,https://cards.scryfall.io/normal/front/f/8/f803a510-99fe-467a-be3b-9301497ec7ec.jpg?1783912401
Thelonite Hermit,,f803ebda-2f6b-41e4-9ffe-b1f2888996b6,tsr,239,https://cards.scryfall.io/normal/front/f/8/f803ebda-2f6b-41e4-9ffe-b1f2888996b6.jpg?1783927768
Giant Oyster,,f8045d23-e6e6-474c-a3e7-ddfc6121657a,hml,28,https://cards.scryfall.io/normal/front/f/8/f8045d23-e6e6-474c-a3e7-ddfc6121657a.jpg?1783947297
Wild Growth,,f8047ab9-a0fc-4933-bcbc-e761aa0f622b,ice,277,https://cards.scryfall.io/normal/front/f/8/f8047ab9-a0fc-4933-bcbc-e761aa0f622b.jpg?1783947468
Archivist,,f8067421-8481-449e-9c97-6aa1c4610c71,7ed,61★,https://cards.scryfall.io/normal/front/f/8/f8067421-8481-449e-9c97-6aa1c4610c71.jpg?1783945559
Caged Zombie,,f8067745-35b6-4abd-9ae9-712159a26c89,m21,91,https://cards.scryfall.io/normal/front/f/8/f8067745-35b6-4abd-9ae9-712159a26c89.jpg?1783930711
Sacred Boon,,f8086253-5a66-4161-bdef-f460851368ed,me2,33,https://cards.scryfall.io/normal/front/f/8/f8086253-5a66-4161-bdef-f460851368ed.jpg?1783942637
Soul Snare,,f808a48a-37ca-4e91-8816-2beed673ac5f,c18,76,https://cards.scryfall.io/normal/front/f/8/f808a48a-37ca-4e91-8816-2beed673ac5f.jpg?1783934316
Narstad Scrapper,,f808ed9b-95ac-4069-bdca-b100bc816b5b,avr,218,https://cards.scryfall.io/normal/front/f/8/f808ed9b-95ac-4069-bdca-b100bc816b5b.jpg?1783940654
The Keeper of Kaldra,,f8090521-f94d-4cba-ba3f-14b16f3971ef,unk,RZ03c,https://cards.scryfall.io/normal/front/f/8/f8090521-f94d-4cba-ba3f-14b16f3971ef.jpg?1783911009
Harrow,,f8095ca6-2f5f-497f-8b78-7e530ac31d22,znc,69,https://cards.scryfall.io/normal/front/f/8/f8095ca6-2f5f-497f-8b78-7e530ac31d22.jpg?1783929467
Windswift Slice,,f8097193-1d32-4235-afd4-f6839602e4fb,ltc,45,https://cards.scryfall.io/normal/front/f/8/f8097193-1d32-4235-afd4-f6839602e4fb.jpg?1783916024
Zagoth Triome,,f809f970-25a7-4c34-b98f-1cb08012080d,iko,313,https://cards.scryfall.io/normal/front/f/8/f809f970-25a7-4c34-b98f-1cb08012080d.jpg?1783930979
Thicket Elemental,,f80a56ed-3ebb-4e20-bf6a-e27127f762e8,inv,214,https://cards.scryfall.io/normal/front/f/8/f80a56ed-3ebb-4e20-bf6a-e27127f762e8.jpg?1783945670
Commence the Endgame,,f80b4a02-2ca7-4f2d-bebb-a54b93afd5e2,pwar,45p,https://cards.scryfall.io/normal/front/f/8/f80b4a02-2ca7-4f2d-bebb-a54b93afd5e2.jpg?1783933334
Thopter,,f80c5f0a-5573-4dc2-8791-35e35bdf4c78,tmkm,20,https://cards.scryfall.io/normal/front/f/8/f80c5f0a-5573-4dc2-8791-35e35bdf4c78.jpg?1783912602
Skull Saucer,,f80cfcad-c82b-461d-8002-a8e1acddacf2,und,44,https://cards.scryfall.io/normal/front/f/8/f80cfcad-c82b-461d-8002-a8e1acddacf2.jpg?1783931335
Izzet League,,f80e1b12-5f11-444d-85cd-a17d5da83644,fclu,4,https://cards.scryfall.io/normal/front/f/8/f80e1b12-5f11-444d-85cd-a17d5da83644.jpg?1783912487
Consider,,f80f726b-471c-4bc1-8fd7-66db5207e4ce,sld,1524,https://cards.scryfall.io/normal/front/f/8/f80f726b-471c-4bc1-8fd7-66db5207e4ce.jpg?1783912477
Fearless Swashbuckler,,f80ffdc7-8f9b-4c50-9778-1b6b4394af15,pdft,204p,https://cards.scryfall.io/normal/front/f/8/f80ffdc7-8f9b-4c50-9778-1b6b4394af15.jpg?1783907612
Necrodominance,,f810a2d7-efbe-4ea1-83d1-d594a8eaf88b,mh3,411,https://cards.scryfall.io/normal/front/f/8/f810a2d7-efbe-4ea1-83d1-d594a8eaf88b.jpg?1783911172
Island,,f8123a70-0c28-4e8b-9e13-d6b5c7eb54f4,ddo,60,https://cards.scryfall.io/normal/front/f/8/f8123a70-0c28-4e8b-9e13-d6b5c7eb54f4.jpg?1783938623
Tyranid Harridan,,f8134623-b695-4a6e-af4c-aa9bdd2117d3,40k,144★,https://cards.scryfall.io/normal/front/f/8/f8134623-b695-4a6e-af4c-aa9bdd2117d3.jpg?1783920831
"Elesh Norn, Mother of Machines",,f813e5db-dad1-4544-a9c5-8a4a29327265,one,418,https://cards.scryfall.io/normal/front/f/8/f813e5db-dad1-4544-a9c5-8a4a29327265.jpg?1783917915
Dying to Serve,,f813e70a-c00c-4c9e-8a52-e69a94103594,vow,370,https://cards.scryfall.io/normal/front/f/8/f813e70a-c00c-4c9e-8a52-e69a94103594.jpg?1783924727
Jade Avenger,,f81500be-c959-4f38-bcf2-d63519168f67,mh2,167,https://cards.scryfall.io/normal/front/f/8/f81500be-c959-4f38-bcf2-d63519168f67.jpg?1783926829
Bellowing Aegisaur,,f81607f4-d1cc-41a0-97eb-0c23133cfb6c,lcc,127,https://cards.scryfall.io/normal/front/f/8/f81607f4-d1cc-41a0-97eb-0c23133cfb6c.jpg?1783913897
Swamp // Swamp,Swamp,f816b6f1-6b1e-416e-8ebb-6fa06f7d7046,afdn,23,https://cards.scryfall.io/normal/front/f/8/f816b6f1-6b1e-416e-8ebb-6fa06f7d7046.jpg?1783908573
Swamp // Swamp,Swamp,f816b6f1-6b1e-416e-8ebb-6fa06f7d7046,afdn,23,https://cards.scryfall.io/normal/back/f/8/f816b6f1-6b1e-416e-8ebb-6fa06f7d7046.jpg?1783908573
Syncopate,,f81739a5-35a7-4812-a7af-e1951bf5579c,dom,67,https://cards.scryfall.io/normal/front/f/8/f81739a5-35a7-4812-a7af-e1951bf5579c.jpg?1783935020
Blisterstick Shaman,,f8187e90-6a60-4ed0-9b3a-3a679743b7d0,mbs,58,https://cards.scryfall.io/normal/front/f/8/f8187e90-6a60-4ed0-9b3a-3a679743b7d0.jpg?1783941380
Island,,f8191904-7d18-436c-ae9a-3039f8e58bc4,btd,81,https://cards.scryfall.io/normal/front/f/8/f8191904-7d18-436c-ae9a-3039f8e58bc4.jpg?1783945722
Overwhelm,,f819638d-10f1-4250-878e-93efd6dedf6e,psal,J39,https://cards.scryfall.io/normal/front/f/8/f819638d-10f1-4250-878e-93efd6dedf6e.jpg?1783943764
Hellkite Whelp,,f81a48f5-337e-4cc5-8155-5bdb5862e415,j25,562,https://cards.scryfall.io/normal/front/f/8/f81a48f5-337e-4cc5-8155-5bdb5862e415.jpg?1783908682
Fleshbag Marauder,,f81c71e3-8e3b-422f-8459-515c856f4feb,gn3,50,https://cards.scryfall.io/normal/front/f/8/f81c71e3-8e3b-422f-8459-515c856f4feb.jpg?1783920281
Energy Arc,,f81cd99e-902a-44dd-8928-803a96fe25c4,all,106,https://cards.scryfall.io/normal/front/f/8/f81cd99e-902a-44dd-8928-803a96fe25c4.jpg?1783947168
Meeting of the Five,,f81cf8a1-5463-4e78-a6e4-87191b74b7de,psnc,202s,https://cards.scryfall.io/normal/front/f/8/f81cf8a1-5463-4e78-a6e4-87191b74b7de.jpg?1783923404
Gerrard's Wisdom,,f81defa5-edb4-4f1f-b13c-7cfb34511138,wth,15,https://cards.scryfall.io/normal/front/f/8/f81defa5-edb4-4f1f-b13c-7cfb34511138.jpg?1783946748
"Arvinox, the Mind Flail",,f81e3110-857c-4074-9c55-7e87c22051c9,dsc,130,https://cards.scryfall.io/normal/front/f/8/f81e3110-857c-4074-9c55-7e87c22051c9.jpg?1783909623
Incinerate,,f81ebc1b-9850-4e13-a3b1-28e83e860036,me2,131,https://cards.scryfall.io/normal/front/f/8/f81ebc1b-9850-4e13-a3b1-28e83e860036.jpg?1783942613
Jinx,,f81fca41-2315-4d12-b05c-d921a4c3c19e,hml,29,https://cards.scryfall.io/normal/front/f/8/f81fca41-2315-4d12-b05c-d921a4c3c19e.jpg?1783947297
Journeyer's Kite,,f821c56c-8abc-4d85-b5f0-8508d76adc1b,brr,88z,https://cards.scryfall.io/normal/front/f/8/f821c56c-8abc-4d85-b5f0-8508d76adc1b.jpg?1783919755
Forbidden Alchemy,,f82275ff-7f3e-4561-9157-14e7c9faee44,f12,7,https://cards.scryfall.io/normal/front/f/8/f82275ff-7f3e-4561-9157-14e7c9faee44.jpg?1783940868
Voice of Many,,f82328e9-fb4b-4dc9-afd6-fa210e4330bf,c19,36,https://cards.scryfall.io/normal/front/f/8/f82328e9-fb4b-4dc9-afd6-fa210e4330bf.jpg?1783932801
Izzet Signet,,f823be95-bef4-4e86-a924-239be62394bf,gpt,152,https://cards.scryfall.io/normal/front/f/8/f823be95-bef4-4e86-a924-239be62394bf.jpg?1783943458
Reflections of Littjara,,f8242762-1bea-47d4-a6bc-df4cae077309,prm,88254,https://cards.scryfall.io/normal/front/f/8/f8242762-1bea-47d4-a6bc-df4cae077309.jpg?1783927966
